Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
2002-01-13 08:00:00,3.0,4,23.78,1104,1.71,1.49,196,1.0,2,0.0,236.31
2002-01-13 16:00:00,3.0,5,16.53,1699,2.32,1.43,223,1.0,3,0.0,249.25
2002-01-14 00:00:00,4.0,2,20.68,1987,2.14,0.88,239,0.0,1,0.0,137.08
2002-01-14 08:00:00,3.0,0,20.65,1167,1.56,0.92,193,0.30735899472809997,1,0.0,89.85
2002-01-14 16:00:00,3.0,4,11.33,1129,1.08,1.13,196,1.0,0,0.0,132.7
2002-01-15 00:00:00,3.0,0,32.08,2588,1.7615042249417188,1.07,196,0.0,4,0.0,146.32
2002-01-15 08:00:00,4.0,3,11.12,488,2.18,0.1446200871128244,239,0.0,3,0.0,112.7
2002-01-15 16:00:00,3.0,0,32.88,2395,1.71,1.43,196,1.0,3,1.0,206.36
2002-01-16 00:00:00,1.0,7,25.63,2743,1.42,1.05,199,0.0,3,1.0,60.88
2002-01-16 08:00:00,3.0,4,12.7,2805,1.22,1.18,196,1.0,2,0.0,155.42
2002-01-16 16:00:00,3.0,1,20.55,2762,2.99,1.16,239,0.0,3,0.0,121.11
2002-01-17 00:00:00,5.0,1,26.28,2593,1.63,0.82,196,0.0,3,0.0,120.55
2002-01-17 08:00:00,3.242492711370262,3,10.18,1650,2.93,1.36,239,0.0,2,0.0,175.97
2002-01-17 16:00:00,2.0,4,19.89,2726,1.17,1.28,196,1.0,1,0.0,124.49
2002-01-18 00:00:00,2.0,0,19.21,1789,1.35,1.47,193,0.0,3,0.0,107.52
2002-01-18 08:00:00,3.0,1,30.54,3133,1.59,1.07,196,1.0,3,0.0,138.51
2002-01-18 16:00:00,3.242492711370262,3,30.79,1029,1.72,1.33,239,0.0,4,0.0,319.47
2002-01-19 00:00:00,4.0,3,22.56655948078758,2225,1.55,0.88,239,0.0,4,0.0,169.06
2002-01-19 08:00:00,2.0,4,30.27,2165,1.77,0.92,196,0.0,0,0.0,93.7
2002-01-19 16:00:00,3.0,0,26.01,3438,1.08,1.34,193,0.0,3,0.0,113.9
2002-01-20 00:00:00,2.0,0,26.41,3222,1.46,0.86,196,0.0,2,1.0,95.31
2002-01-20 08:00:00,3.0,4,30.8,2146,1.7615042249417188,0.87,196,1.0,3,0.0,108.87
2002-01-20 16:00:00,3.0,6,29.18,1830,1.27,0.99,196,1.0,4,0.0,166.32
2002-01-21 00:00:00,3.0,2,10.56,3755,1.7,1.23,223,0.0,2,0.0,186.8
2002-01-21 08:00:00,4.0,2,33.68,2555,1.89,1.43,239,0.0,3,1.0,262.97
2002-01-21 16:00:00,1.0,7,23.88,2738,1.31,1.39,193,0.0,2,0.0,86.6
2002-01-22 00:00:00,4.0,2,20.81,1153,2.36,1.1,239,1.0,3,0.0,205.98
2002-01-22 08:00:00,4.0,1,14.04,3598,1.24,1.21,196,1.0,3,0.0,158.16
2002-01-22 16:00:00,5.0,3,25.81,1185,2.98,1.01,239,0.0,4,0.0,217.59
2002-01-23 00:00:00,3.0,3,31.45,441,2.09,1.04,239,0.0,3,0.0,145.26
2002-01-23 08:00:00,2.0,4,26.37,710,1.19,0.98,196,1.0,1,0.0,115.33
2002-01-23 16:00:00,3.0,0,17.25,1568,1.14,1.12,193,1.0,3,1.0,139.18
2002-01-24 00:00:00,2.0,7,24.49,4326,1.25,0.91,193,0.0,3,0.0,60.54
2002-01-24 08:00:00,4.0,6,24.11,3618,1.29,1.49,196,1.0,3,0.0,210.26
2002-01-24 16:00:00,3.0,4,19.55,3352,1.01,0.86,196,1.0,1,1.0,113.09
2002-01-25 00:00:00,5.0,3,25.72,1014,2.86,0.96,239,1.0,3,0.0,193.5
2002-01-25 08:00:00,3.0,0,13.02,1326,1.13,1.15,196,0.0,3,1.0,129.7
2002-01-25 16:00:00,4.0,1,32.29,1603,1.55,1.47,239,0.0,2,0.0,289.16
2002-01-26 00:00:00,2.0,0,12.09,1045,1.32,1.29,274,0.0,3,0.0,103.46
2002-01-26 08:00:00,5.0,1,34.66,945,1.44,1.32,196,1.0,2,1.0,401.61
2002-01-26 16:00:00,5.0,1,28.23,1159,2.46,1.08,239,1.0,3,0.0,225.21
2002-01-27 00:00:00,2.0,7,16.96,91,1.6,1.48,193,0.0,3,1.0,127.57
2002-01-27 08:00:00,3.0,4,27.87,432,1.53,1.1,196,0.0,3,0.0,128.15
2002-01-27 16:00:00,5.0,1,13.18,2532,1.74,1.16,196,1.0,3,0.0,183.88
2002-01-28 00:00:00,2.0,0,29.56,2935,1.7,1.09,196,0.0,3,0.0,86.94
2002-01-28 08:00:00,5.0,1,27.79,1637,1.31,1.0,196,0.0,2,0.0,201.21
2002-01-28 16:00:00,2.0,7,18.18,3037,1.79,1.49,193,1.0,4,0.0,135.52
2002-01-29 00:00:00,4.0,5,29.11,2409,2.35,1.23,223,0.0,4,0.20198748619801252,287.81
2002-01-29 08:00:00,4.0,1,19.47,2041,1.54,1.1,196,1.0,3,0.0,165.71
2002-01-29 16:00:00,3.0,0,15.65,4422,1.79,1.1,193,1.0,4,0.0,132.01
2002-01-30 00:00:00,3.0,0,19.01,3308,1.43,1.34,196,0.0,3,0.0,118.51
2002-01-30 08:00:00,5.0,2,21.69,2990,2.95,1.18,239,0.0,0,0.0,218.18
2002-01-30 16:00:00,2.0,4,20.42,2434,1.38,1.09,196,1.0,3,0.0,102.18
2002-01-31 00:00:00,2.0,0,13.52,2211,1.59,1.27,196,0.0,2,0.20198748619801252,135.37
2002-01-31 08:00:00,3.0,2,26.44,839,2.44,1.28,239,0.0,2,1.0,257.05
2002-01-31 16:00:00,4.0,2,26.93,4265,2.4,1.11,239,0.0,3,0.0,175.84
2002-02-01 00:00:00,5.0,1,14.94,1852,1.6,1.22,196,0.0,0,1.0,237.92
2002-02-01 08:00:00,3.0,2,24.09,657,1.5,1.17,239,0.0,3,0.0,170.96
2002-02-01 16:00:00,4.0,1,24.35,2160,1.57,0.91,196,1.0,3,1.0,162.38
2002-02-02 00:00:00,2.0,7,10.05,1606,1.34,1.31,193,1.0,3,0.0,96.77
2002-02-02 08:00:00,3.0,0,15.63,1149,1.59,0.94,390,0.0,3,1.0,96.75
2002-02-02 16:00:00,4.0,3,17.7,3181,2.31,1.45,239,1.0,2,0.0,263.95
2002-02-03 00:00:00,5.0,3,33.76,2547,2.53,0.83,239,0.0,3,0.0,135.67
2002-02-03 08:00:00,3.0,0,22.56655948078758,1629,1.75,1.38,196,0.0,3,0.0,145.27
2002-02-03 16:00:00,5.0,5,22.54,3599,2.25,1.1,223,0.0,0,0.0,239.52
2002-02-04 00:00:00,1.0,7,22.9,2122,1.22,0.9,193,1.0,3,0.0,56.11
2002-02-04 08:00:00,3.0,0,26.18,2616,1.47,1.48,196,0.0,3,0.0,146.04
2002-02-04 16:00:00,3.0,4,32.03,2371,1.17,1.19,196,0.0,0,0.0,152.19
2002-02-05 00:00:00,2.0,0,10.52,1844,1.47,1.04,196,1.0,2,0.0,115.83
2002-02-05 08:00:00,4.0,2,16.82,2367,2.06,0.96,239,0.0,3,1.0,155.27
2002-02-05 16:00:00,4.0,5,34.55,2251,2.87,1.34,223,0.0,4,1.0,371.76
2002-02-06 00:00:00,2.0,0,28.17,2922,1.09,0.98,193,0.0,4,0.0,94.22
2002-02-06 08:00:00,3.0,4,31.23,2521,1.32,1.46,196,1.0,3,0.0,181.84
2002-02-06 16:00:00,1.0,7,11.71,2390,1.01,1.06,193,0.0,3,0.0,49.77
2002-02-07 00:00:00,2.0,0,28.43,1593,1.73,1.09,193,0.0,3,1.0,98.35
2002-02-07 08:00:00,4.0,5,22.56655948078758,1758,1.82,1.28,223,1.0,2,1.0,417.21
2002-02-07 16:00:00,5.0,1,23.4,3756,1.54,1.25,196,1.0,1,0.0,208.2
2002-02-08 00:00:00,3.0,5,16.6,1119,1.7615042249417188,1.19,223,0.0,4,0.0,230.53
2002-02-08 08:00:00,3.0,4,13.99,2399,1.77,0.89,281,1.0,1,1.0,114.42
2002-02-08 16:00:00,3.0,2,14.53,2966,2.31,0.95,223,0.0,1,0.0,130.76
2002-02-09 00:00:00,1.0,7,17.42,2126,1.67,0.89,193,1.0,3,0.0,51.56
2002-02-09 08:00:00,5.0,2,20.78,4090,1.8,1.45,223,0.0,3,0.0,247.84
2002-02-09 16:00:00,4.0,2,22.56655948078758,2301,1.88,1.22,239,0.0,4,0.0,216.21
2002-02-10 00:00:00,3.0,3,16.96,3377,1.75,0.94,239,0.0,3,0.0,96.92
2002-02-10 08:00:00,2.0,0,24.56,3293,1.75,1.19,193,1.0,1,0.0,100.84
2002-02-10 16:00:00,2.0,0,34.04,1750,1.01,1.46,196,1.0,3,0.0,163.18
2002-02-11 00:00:00,5.0,2,25.35,2321,2.27,1.42,239,1.0,0,0.0,353.19
2002-02-11 08:00:00,2.0,7,33.42,578,1.04,0.81,193,0.0,3,0.0,66.02
2002-02-11 16:00:00,5.0,1,26.65,2795,1.25,0.85,196,0.0,4,0.0,164.11
2002-02-12 00:00:00,3.0,2,17.94,3237,2.86,1.49,239,1.0,3,1.0,222.01
2002-02-12 08:00:00,5.0,3,22.56655948078758,3078,1.87,0.9,239,1.0,4,0.0,199.61
2002-02-12 16:00:00,3.0,0,22.84,2245,1.21,0.92,196,1.0,4,0.0,142.98
2002-02-13 00:00:00,3.0,3,13.21,1946,2.52,0.92,239,0.0,3,0.0,97.49
2002-02-13 08:00:00,5.0,2,32.62,589,2.59,0.95,239,0.0,4,1.0,288.23
2002-02-13 16:00:00,4.0,1,31.88,3386,2.06,1.28,239,0.0,2,0.0,215.49
2002-02-14 00:00:00,2.0,7,28.2,1761,1.36,1.32,193,0.0,3,0.0,93.8
2002-02-14 08:00:00,4.0,3,13.81,1980,2.67,1.08,239,0.0,3,1.0,155.58
2002-02-14 16:00:00,3.0,3,33.58,1876,2.38,1.03,239,1.0,2,0.0,196.14
2002-02-15 00:00:00,4.0,1,20.94,1820,1.49,1.05,196,0.0,3,0.0,136.04
2002-02-15 08:00:00,1.0,7,27.4,1528,1.6,1.17,193,0.0,3,0.0,64.31
2002-02-15 16:00:00,2.0,0,15.31,2545,1.5,1.39,196,1.0,3,0.0,123.18
2002-02-16 00:00:00,4.0,2,28.48,1744,1.69,0.92,239,0.0,3,0.0,150.55
2002-02-16 08:00:00,2.0,0,11.7,3039,1.05,1.42,199,0.0,4,0.0,130.75
2002-02-16 16:00:00,2.0,4,26.08,1193,1.23,1.14,196,0.0,3,0.0,102.48
2002-02-17 00:00:00,5.0,2,34.34,4478,2.49,1.41,239,0.0,2,0.0,344.36
2002-02-17 08:00:00,4.0,1,33.78,748,1.23,1.04,196,1.0,3,0.0,195.38
2002-02-17 16:00:00,2.0,0,22.46,1262,1.4,1.48,193,0.0,3,0.0,115.13
2002-02-18 00:00:00,1.0,7,27.19,2316,1.74,1.25,193,0.0,1,0.0,67.97
2002-02-18 08:00:00,1.0,7,23.11,2272,1.14,1.46,193,0.0,3,0.20198748619801252,75.32
2002-02-18 16:00:00,3.0,1,21.47,2407,1.74,1.39,239,0.0,0,0.0,191.3
2002-02-19 00:00:00,1.0,7,22.44,1932,1.7,1.27,193,1.0,1,0.0,81.65
2002-02-19 08:00:00,5.0,1,30.0,2286,1.99,1.17,239,0.0,2,0.0,244.57
2002-02-19 16:00:00,2.0,0,18.83,3508,1.77,1.08,193,0.0,3,1.0,78.18
2002-02-20 00:00:00,2.0,4,10.6,2990,1.48,1.39,196,1.0,1,0.0,120.69
2002-02-20 08:00:00,5.0,3,30.46,474,2.08,0.92,239,1.0,1,1.0,251.24
2002-02-20 16:00:00,3.0,1,29.13,703,1.51,1.18,196,1.0,4,0.0,231.48
2002-02-21 00:00:00,4.0,3,28.3,2281,2.12,1.29,223,0.0,4,0.0,282.01
2002-02-21 08:00:00,4.0,1,15.68,2498,1.22,0.83,196,0.0,3,0.0,99.58
2002-02-21 16:00:00,3.0,1,33.64,3579,1.23,0.89,196,0.30735899472809997,0,0.0,115.97
2002-02-22 00:00:00,3.0,4,15.62,3740,1.7615042249417188,1.21,196,0.0,2,0.0,123.7
2002-02-22 08:00:00,5.0,3,13.64,2458,2.39,1.2,239,0.0,3,0.0,170.1
2002-02-22 16:00:00,2.0,0,28.37,2642,1.7615042249417188,1.02,196,1.0,2,1.0,147.41
2002-02-23 00:00:00,4.0,3,15.18,428,1.6,1.34,223,0.0,3,0.0,235.66
2002-02-23 08:00:00,5.0,1,26.5,3043,2.34,1.16,239,0.0,4,0.0,227.54
2002-02-23 16:00:00,5.0,1,11.53,2837,1.01,1.36,196,0.0,1,1.0,217.05
2002-02-24 00:00:00,2.0,0,12.74,1659,1.02,1.16,193,0.0,2,0.0,102.98
2002-02-24 08:00:00,3.0,3,13.06,3586,2.84,1.21,239,0.0,4,0.0,145.25
2002-02-24 16:00:00,5.0,3,15.06,3843,2.59,0.84,239,0.0,0,1.0,146.3
2002-02-25 00:00:00,2.0,0,14.59,1891,1.52,1.5,193,0.0,1,0.0,108.88
2002-02-25 08:00:00,5.0,1,31.21,998,1.48,1.0,196,1.0,1,1.0,248.45
2002-02-25 16:00:00,3.0,4,28.13,2781,1.02,1.11,196,0.0,1,0.0,118.3
2002-02-26 00:00:00,2.0,4,34.84,746,1.03,1.06,79,1.0,3,1.0,147.03
2002-02-26 08:00:00,3.0,1,30.22,2136,1.97,1.22,239,0.0,0,0.0,181.83
2002-02-26 16:00:00,2.0,4,18.21,2758,1.64,0.93,196,1.0,0,0.0,99.29
2002-02-27 00:00:00,2.0,0,21.86,1956,1.1,1.19,196,0.0,3,0.0,99.11
2002-02-27 08:00:00,5.0,2,18.82,1915,2.45,1.11,239,1.0,0,0.0,223.07
2002-02-27 16:00:00,4.0,3,19.91,1272,2.54,1.23,223,1.0,4,0.0,316.06
2002-02-28 00:00:00,4.0,1,15.25,1761,1.05,1.17,196,0.0,3,1.0,170.35
2002-02-28 08:00:00,2.0,4,25.92,1371,1.41,0.86,196,0.0,3,0.0,75.38
2002-02-28 16:00:00,2.0,6,31.7,2361,1.38,0.96,196,0.0,3,0.0,82.51
2002-03-01 00:00:00,3.0,0,21.1,2260,1.23,1.43,345,0.0,3,0.0,140.27
2002-03-01 08:00:00,3.0,0,29.99,2324,1.47,1.01,196,0.0,1,1.0,126.07
2002-03-01 16:00:00,5.0,1,10.77,2153,1.22,0.97,196,0.0,2,0.0,165.3
2002-03-02 00:00:00,4.0,2,23.35,2368,2.37,1.1,223,1.0,2,0.0,285.8
2002-03-02 08:00:00,3.0,0,29.73,1476,1.0,1.41,193,0.0,3,0.0,141.99
2002-03-02 16:00:00,4.0,1,27.98,2373,1.03,0.87,196,0.0,2,0.0,146.73
2002-03-03 00:00:00,3.0,0,31.53,3329,1.61,0.89,193,0.0,3,0.0,77.97
2002-03-03 08:00:00,2.0,0,16.54,3431,1.38,1.19,196,0.0,3,0.0,83.91
2002-03-03 16:00:00,1.0,7,26.16,3159,1.15,0.96,193,0.0,3,0.0,47.88
2002-03-04 00:00:00,4.0,1,26.07,3165,1.27,1.24,196,0.0,0,0.0,185.48
2002-03-04 08:00:00,3.0,0,13.77,2391,1.52,0.84,196,1.0,2,1.0,130.38
2002-03-04 16:00:00,3.0,4,14.35,1973,1.79,0.82,196,0.0,3,0.0,75.43
2002-03-05 00:00:00,3.0,2,25.16,1895,2.86,1.11,239,0.0,2,0.0,175.71
2002-03-05 08:00:00,5.0,1,13.4,3023,2.58,1.38,239,0.0,1,0.0,195.04
2002-03-05 16:00:00,2.0,0,18.94,559,1.32,1.21,196,1.0,4,0.0,167.29
2002-03-06 00:00:00,2.0,0,28.74,3047,1.12,0.95,196,1.0,3,0.0,92.98
2002-03-06 08:00:00,2.0,7,18.28,2669,1.09,1.14,193,0.0,1,0.0,74.23
2002-03-06 16:00:00,5.0,1,19.44,2161,1.03,1.46,196,0.0,3,0.0,216.02
2002-03-07 00:00:00,4.0,1,34.38,2687,1.0,1.48,196,0.0,1,1.0,248.92
2002-03-07 08:00:00,3.0,2,16.61,2475,2.03,0.87,296,0.0,4,0.0,133.51
2002-03-07 16:00:00,3.242492711370262,0,19.12,3013,1.6,1.0,193,0.0,4,0.0,86.04
2002-03-08 00:00:00,4.0,3,22.91,14,2.68,1.27,239,0.0,4,0.0,223.88
2002-03-08 08:00:00,2.0,0,21.16,3878,1.75,1.16,196,0.0,3,0.0,79.75
2002-03-08 16:00:00,4.0,1,14.96,3219,1.72,1.33,196,0.0,3,1.0,169.32
2002-03-09 00:00:00,5.0,1,32.47,3240,2.15,1.29,239,0.0,4,1.0,304.99
2002-03-09 08:00:00,3.0,4,13.82,3807,1.43,0.3778944743344484,196,0.0,4,0.0,112.67
2002-03-09 16:00:00,5.0,6,20.56,2335,2.87,1.18,239,1.0,0,0.0,272.49
2002-03-10 00:00:00,1.0,7,20.93,903,1.68,1.46,193,0.0,0,0.0,94.76
2002-03-10 08:00:00,2.0,4,12.88,3958,1.2,1.0,404,1.0,4,1.0,117.2
2002-03-10 16:00:00,3.0,1,22.36,1880,2.39,1.0,239,0.0,1,0.0,122.04
2002-03-11 00:00:00,3.0,4,13.38,2849,1.71,1.33,359,0.0,3,0.0,114.95
2002-03-11 08:00:00,5.0,1,11.5,3893,1.51,0.97,196,0.0,3,0.0,113.92
2002-03-11 16:00:00,2.0,4,22.56655948078758,1385,1.72,1.32,196,0.0,0,0.0,143.97
2002-03-12 00:00:00,4.0,1,19.67,859,2.18,1.14,239,0.0,3,0.0,165.85
2002-03-12 08:00:00,3.242492711370262,0,26.91,3622,1.24,1.41,196,1.0,3,1.0,147.66
2002-03-12 16:00:00,2.0,0,34.05,2230,1.04,1.02,196,1.0,3,0.0,109.98
2002-03-13 00:00:00,2.0,0,10.88,1103,1.19,1.910104383333576,196,0.0,1,0.0,107.54
2002-03-13 08:00:00,3.0,2,28.09,1834,1.64,1.09,223,1.0,4,0.0,277.65
2002-03-13 16:00:00,1.0,7,33.76,252,1.7615042249417188,1.27,193,0.0,3,1.0,92.85
2002-03-14 00:00:00,5.0,1,30.87,1590,1.65,1.11,196,1.0,3,0.0,217.51
2002-03-14 08:00:00,2.0,0,23.12,3130,1.47,1.35,196,0.0,3,0.0,102.57
2002-03-14 16:00:00,2.0,4,28.48,2068,1.09,0.81,196,0.0,3,1.0,81.33
2002-03-15 00:00:00,4.0,2,22.56655948078758,3260,2.95,0.95,239,0.0,4,0.0,153.14
2002-03-15 08:00:00,3.0,0,26.4,1750,1.55,1.21,196,1.0,4,0.0,197.4
2002-03-15 16:00:00,3.0,3,25.89,532,1.95,1.46,223,1.0,3,1.0,320.18
2002-03-16 00:00:00,4.0,3,20.92,2040,1.96,1.26,239,0.0,1,0.0,181.12
2002-03-16 08:00:00,3.0,0,29.57,1869,1.26,1.31,196,1.0,3,0.0,169.03
2002-03-16 16:00:00,2.0,4,19.19,2018,1.5,1.21,196,0.0,3,0.0,95.91
2002-03-17 00:00:00,1.0,7,10.89,3594,1.24,1.26,193,0.0,1,0.0,55.72
2002-03-17 08:00:00,4.0,2,20.81,2874,1.75,1.36,223,0.0,0,1.0,317.33
2002-03-17 16:00:00,2.0,7,32.0,3151,1.17,0.91,193,1.0,1,1.0,88.17
2002-03-18 00:00:00,3.0,2,28.21,116,2.1,1.46,239,0.0,3,0.0,229.9
2002-03-18 08:00:00,2.0,4,23.59,3241,1.76,1.16,196,0.0,0,0.0,103.98
2002-03-18 16:00:00,5.0,2,17.05,1368,1.52,0.98,239,0.0,4,1.0,260.93
2002-03-19 00:00:00,1.0,7,18.57,3314,1.74,1.24,193,1.0,3,0.0,66.66
2002-03-19 08:00:00,4.0,3,31.81,1373,2.17,1.46,223,0.0,4,0.0,347.47
2002-03-19 16:00:00,4.0,5,34.15,1552,2.13,1.03,223,0.0,4,0.0,269.72
2002-03-20 00:00:00,5.0,3,16.36,1621,1.58,1.18,239,0.0,2,0.0,234.84
2002-03-20 08:00:00,5.0,3,17.2,1290,2.45,0.99,223,1.0,4,0.0,288.31
2002-03-20 16:00:00,2.0,7,28.34,1689,1.73,1.42,193,1.0,3,0.0,119.47
2002-03-21 00:00:00,1.0,7,11.56,3311,1.62,1.16,193,0.0,1,0.0,51.86
2002-03-21 08:00:00,5.0,2,19.78,2945,2.01,1.24,223,1.0,4,0.0,367.19
2002-03-21 16:00:00,3.0,0,10.82,554,1.57,1.23,196,0.0,3,0.0,121.72
2002-03-22 00:00:00,3.0,2,27.16,1530,1.89,1.17,239,0.0,1,0.0,170.62
2002-03-22 08:00:00,5.0,1,22.45,3106,1.76,0.94,239,0.0,1,0.0,149.05
2002-03-22 16:00:00,3.0,2,28.65,2071,2.33,1.33,239,1.0,3,0.0,210.41
2002-03-23 00:00:00,2.0,0,23.11,844,1.7615042249417188,1.46,196,1.0,3,1.0,152.33
2002-03-23 08:00:00,4.0,1,30.92,1111,2.74,1.43,239,0.0,3,0.0,217.51
2002-03-23 16:00:00,3.0,3,15.59,2131,2.55,1.4,239,1.0,2,0.0,224.77
2002-03-24 00:00:00,5.0,1,22.81,224,1.7,1.1,196,0.0,3,1.0,215.2
2002-03-24 08:00:00,5.0,1,22.56655948078758,819,1.56,0.89,239,0.0,0,0.0,170.71
2002-03-24 16:00:00,3.0,1,16.85,2952,1.32,0.85,196,0.0,1,0.0,88.29
2002-03-25 00:00:00,3.0,0,31.01,1561,1.09,1.03,193,0.0,3,0.0,103.58
2002-03-25 08:00:00,5.0,1,10.65,2853,1.2,1.37,196,0.0,3,0.0,177.25
2002-03-25 16:00:00,4.0,1,30.52,2259,2.69,1.37,239,0.0,2,1.0,276.76
2002-03-26 00:00:00,3.0,0,13.79,1107,1.46,1.32,193,0.0,0,0.0,140.61
2002-03-26 08:00:00,3.0,0,27.37,2371,1.21,0.97,196,1.0,4,1.0,178.19
2002-03-26 16:00:00,3.0,4,15.0,3112,1.17,1.29,196,0.0,1,1.0,136.75
2002-03-27 00:00:00,3.0,2,17.59,1439,2.43,0.5696938183854516,239,0.0,4,1.0,222.14
2002-03-27 08:00:00,3.0,4,32.63,1878,1.65,1.19,196,1.0,3,0.0,154.17
2002-03-27 16:00:00,2.0,7,19.56,797,1.03,1.07,193,0.0,3,0.0,76.5
2002-03-28 00:00:00,3.0,1,34.09,2585,1.54,0.81,239,0.0,4,0.0,133.59
2002-03-28 08:00:00,4.0,1,23.55,627,1.27,1.28,196,0.0,3,0.0,185.83
2002-03-28 16:00:00,5.0,2,34.95,2177,2.56,1.28,239,2.0,3,0.0,283.49
2002-03-29 00:00:00,2.0,7,22.39,2179,1.69,0.93,193,0.0,3,0.0,60.16
2002-03-29 08:00:00,3.0,5,22.58,2501,2.58,1.31,223,0.0,0,0.0,224.66
2002-03-29 16:00:00,5.0,3,16.77,4037,2.57,0.93,223,0.0,1,0.0,143.74
2002-03-30 00:00:00,5.0,2,30.89,2270,1.77,0.96,239,0.0,3,0.0,178.29
2002-03-30 08:00:00,4.0,1,29.45,1503,2.82,1.43,239,1.0,0,1.0,345.37
2002-03-30 16:00:00,5.0,2,10.82,1720,2.66,1.49,223,0.0,4,0.0,355.92
2002-03-31 00:00:00,4.0,3,33.81,342,2.62,0.91,239,0.0,0,1.0,209.14
2002-03-31 08:00:00,5.0,3,25.87,4231,1.83,1.26,223,0.0,3,0.0,263.69
2002-03-31 16:00:00,5.0,5,31.72,1775,2.84,1.2,223,0.0,3,0.0,260.3
2002-04-01 00:00:00,1.0,7,26.13,331,1.3,1.15,193,1.0,3,0.0,83.46
2002-04-01 08:00:00,5.0,2,15.15,1561,2.26,1.41,239,0.0,3,0.0,235.29
2002-04-01 16:00:00,3.0,1,29.82,2667,1.54,1.38,250,0.0,4,0.0,218.88
2002-04-02 00:00:00,3.0,5,31.24,3643,2.1,1.37,223,0.0,3,0.0,196.1
